id_cust,id_acc,rate,date
7585,5042,5,2020-04-11
7493,14032,4,2015-10-26
8595,365,4,2017-02-25
681,6752,5,2015-10-16
5371,14377,5,2017-12-04
7787,425,5,2015-09-30
4982,11038,5,2018-10-24
9814,9663,5,2015-06-29
1440,2419,4,2020-09-27
9935,14167,5,2018-03-31
825,15502,5,2015-05-11
5402,6503,5,2022-06-01
2923,13971,5,2015-09-19
5667,12709,5,2019-05-09
4706,6488,4,2020-04-27
8088,12979,5,2022-04-26
9707,224,5,2015-12-08
3657,3414,5,2021-11-29
7348,5348,5,2018-05-31
5336,12815,5,2018-10-12
4022,8194,5,2015-12-25
817,6286,4,2022-04-21
1513,12343,4,2020-05-13
6649,7287,4,2018-01-26
1859,10499,5,2017-10-16
9011,8236,5,2017-12-09
2036,4792,5,2017-11-07
2887,8112,5,2016-01-15
900,6461,1,2016-12-23
3629,1808,3,2015-02-27
2369,11338,4,2019-03-07
1962,10463,4,2018-01-04
9191,6106,2,2015-05-26
8217,10891,5,2021-12-16
1480,8105,1,2018-01-29
4477,112,1,2019-09-04
8885,12877,1,2016-12-28
8676,2107,1,2018-10-23
233,13595,3,2017-11-14
8341,6370,2,2022-10-01
3527,11082,1,2022-05-15
835,13771,4,2019-06-27
1446,15239,1,2017-09-19
9584,705,1,2017-08-15
205,8396,4,2019-09-30
8374,5835,5,2015-12-26
2344,11652,4,2022-10-10
6841,12259,5,2022-10-08
4265,198,2,2017-01-01
2007,6381,3,2016-08-24
9375,10388,2,2018-06-04
9272,14135,4,2017-11-16
5461,8282,3,2020-07-19
7367,4952,5,2018-11-20
1449,664,5,2015-05-28
302,4086,5,2017-05-16
5083,4815,5,2020-05-26
5602,1991,4,2016-09-19
5361,10693,5,2015-04-13
2752,4845,5,2018-07-02
2446,10865,5,2017-11-02
6219,14678,5,2015-03-03
4883,4814,3,2022-06-06
2246,5241,5,2020-08-25
4897,413,5,2022-02-27
8472,13283,5,2017-04-29
1655,4182,5,2020-05-22
2335,2144,4,2019-12-19
1453,5748,5,2018-08-24
8966,15635,4,2016-01-17
8130,12001,3,2021-11-18
3308,5786,5,2018-11-28
9321,6451,4,2018-08-18
7047,14166,4,2018-09-05
1056,5668,1,2015-11-15
2399,7314,3,2017-10-29
1036,5776,1,2015-02-08
5851,15911,2,2020-11-14
8903,10870,4,2019-04-29
7952,10810,1,2021-10-31
9828,5444,1,2019-03-13
8727,4881,5,2016-01-25
6136,3566,5,2015-04-04
3159,5166,2,2018-10-13
2325,4335,1,2019-09-11
7344,9755,2,2021-02-23
5486,204,2,2016-05-24
2549,14662,4,2020-06-18
6177,8794,1,2022-09-15
203,16353,4,2019-04-04
181,9292,4,2015-08-08
272,9154,4,2015-03-24
3875,12758,4,2020-07-28
3153,12101,5,2019-08-19
250,10682,5,2016-05-13
5725,3981,5,2017-02-05
3170,5880,5,2016-05-16
6887,11000,4,2017-11-11
1438,6951,4,2017-04-05
4040,841,5,2015-05-27
7108,9628,4,2022-06-27
5536,3026,5,2021-12-03
7675,3379,4,2018-07-27
7322,9648,2,2018-06-21
9181,2932,1,2015-12-28
6240,1526,3,2015-09-11
3648,12526,1,2019-04-04
5212,438,1,2016-02-29
1969,10258,1,2020-09-21
3535,144,2,2016-01-31
5332,14805,3,2022-11-14
3264,12441,1,2016-08-23
4076,6513,2,2021-05-14
5880,6631,1,2017-09-05
3058,5733,1,2018-01-21
8538,7733,2,2017-11-09
9557,15526,4,2015-10-02
1542,12086,2,2021-06-28
7206,3416,1,2018-03-13
6287,1907,5,2022-10-31
7862,2670,1,2020-10-20
6000,2687,1,2019-10-05
7618,5166,2,2020-08-12
4950,2182,1,2016-10-12
3368,7894,4,2017-06-25
9665,1188,5,2015-09-22
4356,15443,1,2020-05-02
9787,5192,4,2021-11-23
3016,11731,2,2021-04-17
4992,12294,2,2018-03-14
927,5723,4,2017-02-16
524,4227,2,2015-12-22
5203,13533,4,2022-11-17
4861,7168,4,2019-09-30
223,9164,5,2020-02-03
1877,6485,5,2016-05-02
2089,5349,2,2020-07-31
1857,8526,1,2017-04-07
4016,14882,4,2018-07-23
2611,10715,4,2016-09-03
7712,6301,5,2017-08-18
23,14255,1,2020-06-26
4811,8281,3,2016-05-10
9023,9509,5,2015-09-10
4244,6718,5,2015-04-01
716,14487,3,2017-11-25
5246,15069,4,2020-10-05
9668,15332,5,2020-04-01
2370,10141,4,2015-02-19
514,1296,2,2022-04-17
1341,960,4,2020-02-28
3827,545,4,2022-02-27
151,12541,1,2020-09-23
6775,2070,2,2015-08-24
7985,3665,2,2017-03-15
1054,6955,1,2019-12-31
6643,7845,4,2017-08-17
7090,11324,2,2020-07-30
6115,724,4,2022-06-09
4465,4881,4,2021-05-26
5414,14090,4,2017-08-25
7895,3319,5,2017-08-22
7320,9867,5,2018-08-07
9099,9656,5,2016-01-07
6388,2542,2,2022-10-27
9283,2829,2,2019-11-18
2784,10705,5,2019-06-20
1877,16474,5,2021-06-04
5132,4535,3,2021-10-31
4186,14376,4,2021-08-19
2598,11016,4,2017-12-20
8897,3090,4,2021-04-03
7066,675,3,2019-02-12
302,764,4,2018-09-28
9052,11346,1,2016-12-20
7030,14165,3,2020-06-07
6038,11673,4,2022-03-06
3065,13433,4,2020-10-03
3215,2208,4,2016-04-19
2325,6390,2,2021-09-21
2030,12833,4,2017-11-17
108,13173,3,2022-04-15
6340,15002,5,2018-11-29
1160,3615,5,2020-02-16
3857,3673,5,2021-07-07
2217,7812,1,2017-03-02
2920,13698,4,2020-01-07
7316,12701,5,2021-11-21
1306,16154,2,2019-10-15
7426,12438,5,2018-06-16
6968,13119,5,2022-10-01
4800,4959,5,2020-09-21
409,10240,5,2018-03-02
8910,2478,5,2019-02-25
7323,2024,5,2016-03-11
6031,11258,3,2018-11-25
4313,4707,5,2020-12-10
3246,10477,3,2020-06-08
4098,10523,4,2017-06-24
2670,3594,4,2022-01-26
9830,10214,1,2021-10-25
1464,16251,4,2015-05-28
9506,8063,3,2021-08-30
7898,9482,3,2022-12-02
6391,3626,2,2019-03-01
7104,6318,3,2022-04-26
9740,10798,2,2018-09-15
2629,7934,4,2020-12-21
6552,2091,3,2019-01-27
7990,15221,5,2022-04-12
482,452,5,2016-07-13
941,10476,4,2020-09-01
6807,3654,4,2017-10-18
591,9056,4,2022-01-17
2211,470,4,2021-05-19
7692,1016,4,2021-09-03
916,12138,4,2022-09-04
906,8293,4,2018-06-25
6541,10334,2,2021-09-29
8729,2759,5,2015-12-22
5574,1148,4,2018-07-16
3237,7031,5,2017-01-27
5692,15101,2,2020-03-19
914,1252,4,2016-11-17
7605,7281,2,2018-11-07
8995,731,5,2020-02-07
977,4925,4,2016-08-02
7970,11163,4,2019-09-14
3300,978,5,2022-03-10
1133,2925,5,2019-11-10
7932,13774,4,2017-01-07
7392,874,4,2020-06-03
1473,393,5,2019-08-01
8015,14338,5,2021-11-14
5039,836,5,2019-01-11
5175,3123,5,2018-05-03
8900,10783,2,2021-06-06
9358,11289,4,2022-02-01
7395,4081,2,2020-07-06
8313,2631,1,2018-05-31
8195,6356,1,2018-12-22
4197,1629,2,2022-05-16
8,213,2,2022-09-02
1909,4492,4,2022-12-19
2310,5736,3,2021-12-28
7253,2619,1,2016-09-01
8550,3234,4,2017-10-26
3706,16246,4,2018-01-23
611,13164,1,2021-02-20
5261,14034,4,2019-02-04
1254,2074,3,2019-09-05
4790,7381,5,2021-05-29
249,15561,1,2019-06-14
8027,3747,3,2018-10-20
7540,7980,4,2018-05-23
9474,7635,5,2022-07-07
6966,14405,4,2016-10-15
813,7787,2,2017-12-09
7536,6580,2,2016-07-19
2557,8015,4,2020-12-16
1846,12911,1,2021-03-01
6898,14121,1,2020-08-16
744,1722,5,2017-12-17
3640,13336,4,2019-07-14
3896,2764,2,2015-03-17
1727,1566,4,2016-04-08
9625,12514,5,2015-12-01
4128,16158,5,2020-04-21
2787,224,2,2021-08-08
5920,13317,4,2015-02-12
6150,4246,3,2019-06-11
2633,9130,5,2016-01-20
6417,11352,2,2018-08-26
6014,14568,2,2019-04-26
5835,10545,2,2015-05-05
1645,11650,2,2018-11-21
405,13376,2,2020-05-15
2638,11600,1,2019-11-16
3149,14968,2,2019-10-07
5749,15680,4,2020-07-14
747,9103,5,2022-01-19
7376,6701,4,2020-12-12
910,1739,1,2019-10-31
8765,16426,1,2021-02-09
2119,12873,3,2018-10-08
2690,11131,2,2016-01-13
6085,13409,1,2018-04-09
7782,239,2,2016-11-21
3247,2667,3,2019-09-09
5460,5985,2,2022-11-09
2790,1950,3,2016-05-11
4585,11442,4,2021-03-28
5275,11455,1,2015-02-25
4714,14566,3,2018-02-13
8713,8090,4,2022-03-10
4823,13435,4,2021-10-12
8323,14486,4,2015-05-17
8237,3186,1,2016-11-14
9030,14040,2,2021-09-02
1027,8432,3,2017-10-19
2307,6705,4,2015-11-05
8058,1512,2,2022-03-22
3900,2628,4,2018-02-03
2705,3486,2,2016-11-01
3302,4752,5,2015-10-30
3872,107,1,2019-10-09
5292,8421,2,2020-06-12
2439,15158,2,2018-09-17
5936,9455,3,2019-11-03
3489,4257,5,2018-09-07
9988,7277,1,2016-08-03
2129,7477,3,2020-05-25
6451,9521,2,2018-01-24
3324,13403,1,2017-04-22
4848,11034,3,2019-01-09
4831,13476,5,2016-03-08
3640,3292,4,2016-11-10
4153,5918,4,2022-02-17
1308,8206,4,2019-11-08
6426,32,5,2021-08-08
6466,14771,3,2022-07-10
2865,1739,4,2019-08-19
6438,713,4,2017-05-04
1878,1079,3,2016-05-28
4076,6714,3,2017-07-22
7722,10441,4,2022-11-24
4107,512,2,2019-10-12
2824,10928,2,2015-03-20
5696,3238,3,2021-07-23
304,15893,1,2021-03-31
7876,8123,2,2022-05-10
1467,8223,5,2019-12-05
1764,11809,1,2017-11-02
2242,11772,5,2022-07-21
3945,15446,1,2017-12-09
5212,9892,4,2017-10-04
4260,3145,5,2015-08-07
316,12011,5,2022-03-30
9996,7022,2,2019-04-20
1341,555,5,2020-04-03
6200,3375,4,2016-05-21
7624,15313,1,2016-11-22
9002,10364,4,2019-11-10
63,438,4,2020-12-25
9432,15394,5,2022-11-14
6858,11927,4,2019-11-29
9543,7111,3,2016-02-05
2641,10150,5,2016-04-05
6932,1152,3,2017-10-15
7666,4783,2,2020-10-31
2156,3056,4,2020-08-21
2612,10161,3,2019-06-28
2348,16278,4,2022-05-27
8467,3294,4,2018-04-17
6802,3238,3,2015-09-15
1224,12542,1,2022-08-26
1863,14291,2,2020-02-03
7558,4276,4,2017-11-19
1859,10798,2,2021-05-14
8374,15109,2,2018-05-22
5614,1946,4,2019-01-19
4502,1431,5,2022-04-15
8926,9689,5,2022-11-03
2368,10432,4,2017-03-12
5099,13895,4,2015-02-02
6084,15572,5,2021-10-25
9478,4818,4,2018-10-27
6986,1356,5,2016-06-15
6382,8002,4,2018-10-10
7031,9171,5,2018-01-03
2586,4276,5,2019-11-06
2550,14825,5,2017-12-29
2430,2302,4,2016-05-04
3280,314,4,2016-06-21
547,10145,4,2022-06-12
1716,2891,4,2018-08-05
1906,10780,4,2018-09-22
5535,5875,1,2016-04-14
1116,14596,2,2020-07-11
9661,12801,3,2016-08-27
8197,11726,4,2021-11-03
6311,14346,4,2022-11-18
8779,14410,4,2020-08-26
9329,3749,3,2021-03-16
1084,15341,1,2016-02-09
6071,805,4,2020-03-29
6249,2007,2,2019-08-12
1465,8009,2,2022-03-18
5120,809,4,2016-08-26
2373,6657,4,2018-02-28
2337,6391,5,2016-11-12
7484,13572,5,2019-12-26
8683,14541,2,2020-08-09
1698,9809,4,2021-01-05
943,2421,3,2021-01-08
929,15963,5,2016-11-19
4978,6860,5,2022-06-08
5579,322,4,2015-03-24
3723,11907,5,2015-08-18
2546,3111,2,2019-11-20
7449,4322,4,2019-06-28
5178,6308,5,2020-12-09
3734,5805,5,2017-04-20
5466,114,5,2017-04-24
2134,7090,4,2018-01-16
658,10680,5,2019-03-14
2410,10031,5,2016-10-24
2090,12719,3,2015-02-02
8058,5052,4,2016-01-29
3342,1765,5,2017-10-18
8277,12434,4,2020-12-10
6261,14775,5,2017-11-12
1045,9637,2,2016-01-24
9481,10054,2,2022-02-02
2040,1160,2,2020-06-01
6095,16185,1,2020-07-13
9140,5,2,2017-02-05
1551,5718,1,2015-09-29
8264,2721,4,2021-12-04
9527,11599,4,2016-04-16
1467,11177,3,2018-02-18
3293,7035,2,2018-09-21
1369,15468,1,2017-11-13
2127,14416,1,2018-03-07
1076,12300,1,2020-04-24
3005,16266,1,2017-12-03
3317,4692,1,2020-02-19
7236,11849,3,2017-04-18
3433,4924,1,2018-12-07
4666,5771,2,2018-06-16
7187,13696,3,2015-10-18
1441,13472,3,2016-01-02
8886,8682,1,2015-01-20
7692,4348,2,2019-03-31
5223,5825,3,2022-12-13
9582,12971,3,2021-03-25
3292,11709,2,2020-10-14
6809,2845,4,2019-04-22
9657,7510,5,2016-02-15
3964,1969,1,2019-01-21
1446,5091,3,2020-05-18
7843,7972,3,2021-07-17
6177,14981,5,2018-07-10
7256,2556,4,2019-08-13
9806,17,1,2017-01-26
4892,1646,5,2020-12-05
6561,6765,4,2015-08-01
6982,12271,5,2016-07-10
6311,8556,1,2021-12-21
923,151,5,2022-02-28
7988,12055,5,2021-11-18
8648,13932,4,2017-05-16
7648,13691,2,2016-06-12
9824,10464,5,2021-11-05
8158,9727,5,2016-03-16
3393,3946,1,2017-09-04
8502,15670,3,2021-10-24
8343,11712,1,2016-08-30
9411,849,3,2016-04-07
1423,2336,4,2019-01-30
3468,4865,5,2017-11-21
4618,10414,5,2020-10-20
3900,12940,5,2015-01-10
873,3039,5,2018-04-20
7952,9860,1,2018-11-07
8972,1741,4,2018-04-15
766,7737,5,2019-10-22
409,12657,5,2016-09-14
1896,7942,4,2015-11-15
3429,13697,5,2015-04-03
6011,8993,2,2016-08-30
5182,7059,4,2017-01-01
5735,6931,1,2019-06-24
9494,15651,1,2019-02-12
2738,14334,5,2019-06-11
8488,13690,4,2018-04-03
956,1138,4,2021-03-20
2591,1446,1,2018-08-25
1513,12055,5,2017-12-23
4077,16,1,2018-03-13
2120,12522,1,2015-05-16
3606,14408,2,2020-11-11
8283,16061,4,2022-04-30
5150,5725,2,2020-07-30
8410,4964,5,2021-08-07
1364,2367,5,2018-10-04
7557,6112,1,2015-11-23
731,10915,1,2021-04-03
6030,1000,4,2020-02-28
7940,16149,3,2015-04-06
6581,6975,4,2021-04-19
3347,391,4,2016-04-09
9144,3209,3,2018-07-02
6500,6763,4,2022-05-09
4611,4058,4,2017-05-16
3114,8667,3,2021-10-15
8079,11275,5,2015-04-10
4963,5577,4,2018-04-10
3452,6418,1,2017-10-16
9653,8955,1,2016-08-26
6603,15057,1,2019-05-01
2635,12358,1,2018-05-18
2971,6339,5,2020-02-22
9707,4096,5,2018-03-19
3427,363,4,2021-04-01
7543,2451,5,2018-07-26
4477,14127,5,2017-03-04
9964,12058,2,2015-09-08
198,2151,5,2019-08-02
6124,10453,3,2021-11-06
1136,9695,3,2015-04-30
697,13585,5,2020-04-30
4366,14039,5,2015-01-27
4309,4516,3,2017-05-10
7558,1344,4,2019-06-24
5686,4748,5,2017-12-23
4395,5939,4,2016-08-18
8240,1988,5,2016-10-30
8549,15883,5,2018-08-15
8253,1627,1,2016-08-13
9896,12548,5,2018-10-24
3870,10653,5,2017-11-26
9402,7342,5,2017-03-02
5616,8669,4,2017-04-16
7623,14328,2,2017-05-14
6211,14975,2,2017-01-02
5662,14004,5,2015-12-15
9712,13039,2,2016-08-04
5664,13226,4,2016-04-28
3973,12873,2,2017-12-27
2198,5719,3,2018-12-24
4961,3734,5,2019-09-21
1633,9761,5,2018-06-23
1620,5430,4,2017-11-06
443,15427,5,2019-11-09
2080,10507,5,2015-11-01
7972,11999,5,2020-07-24
5553,5600,2,2019-05-28
4378,9308,1,2016-10-20
4419,914,3,2015-01-23
7771,3433,4,2015-03-23
930,6854,4,2016-09-28
8085,15352,5,2018-01-15
5148,6014,4,2019-03-26
4540,16173,3,2016-12-17
8076,14941,5,2016-05-04
8171,2880,5,2017-05-08
9963,14290,4,2018-01-15
5819,5582,4,2022-11-25
8522,9262,4,2015-04-14
6236,1422,4,2017-03-22
4763,5057,5,2022-01-31
2491,15096,2,2019-10-03
3684,3100,5,2021-01-27
1112,14797,5,2020-05-10
4275,3286,5,2015-09-03
2586,15441,5,2015-08-23
3272,8997,1,2019-07-11
291,5240,5,2020-09-26
7466,9534,4,2018-01-14
2045,7555,5,2019-01-13
6446,5738,2,2018-01-26
2479,4664,5,2019-10-29
8997,3664,5,2016-10-01
1333,12013,5,2020-03-16
2358,9709,5,2022-07-11
2094,4403,4,2019-08-07
585,9826,5,2015-02-26
4497,9575,5,2017-11-08
3713,6918,2,2015-10-18
1670,7898,3,2020-05-09
2605,3851,4,2020-08-08
9746,6279,5,2022-07-19
9864,7167,5,2021-08-22
8041,2005,5,2018-08-05
2673,124,4,2018-10-09
5038,6140,5,2022-10-04
796,13777,5,2020-04-07
2184,1515,4,2018-05-09
7358,4295,5,2022-04-25
1410,15083,5,2022-07-22
6196,15543,5,2019-03-02
9016,3942,4,2021-01-16
3528,15374,5,2022-09-14
8486,7667,5,2020-10-31
6552,2660,5,2019-08-28
6321,15286,5,2022-06-17
306,5316,4,2019-07-04
3814,1091,2,2017-10-05
3750,10504,5,2016-12-25
77,15570,1,2020-09-25
7296,14649,4,2022-01-17
8208,906,4,2019-12-22
9135,11198,3,2022-12-23
7652,4972,4,2019-05-23
3608,6876,4,2016-01-02
3185,9837,5,2015-12-22
1454,13331,5,2015-10-31
872,12008,5,2022-10-28
9861,1011,5,2020-08-10
4129,7936,4,2021-09-30
1147,2756,4,2020-04-19
6293,7280,2,2018-06-24
2746,10108,5,2019-02-11
8492,8763,3,2017-05-03
1356,8683,3,2019-03-25
6255,5006,2,2016-05-16
9698,58,3,2022-12-18
9712,6700,3,2015-04-30
7444,7686,4,2018-11-29
5834,7148,4,2019-02-27
4,10781,4,2022-01-14
506,8649,5,2021-12-01
3837,1691,3,2022-12-30
6680,13865,2,2019-10-25
7021,15781,2,2015-11-20
4016,8001,4,2015-11-29
4877,5641,5,2022-11-20
9238,4648,4,2021-09-29
8178,15536,4,2021-02-24
216,1099,5,2020-08-25
9291,7813,1,2017-10-05
8763,5209,1,2015-07-10
5563,3712,4,2019-09-28
5690,9354,3,2019-10-21
8156,5083,3,2016-06-15
5254,12049,3,2018-06-17
828,7518,3,2019-06-26
1966,12857,4,2015-11-28
9889,8117,4,2018-01-24
61,1540,4,2015-11-11
2541,13625,4,2015-05-04
4801,14864,5,2017-01-29
3411,8420,5,2021-07-29
574,12232,5,2021-09-18
7289,3972,4,2018-10-25
4955,10362,4,2020-09-12
776,16064,4,2020-10-21
3667,9034,5,2016-07-30
7630,6209,4,2021-01-02
367,5528,4,2020-03-30
5394,3581,5,2018-04-08
6154,6879,3,2015-04-03
7685,12740,4,2022-10-29
7253,6775,2,2021-07-20
8496,8770,4,2015-04-05
8082,5443,4,2020-12-22
5436,1290,4,2018-06-20
9359,10239,2,2016-06-04
5299,15187,1,2015-01-21
7796,112,5,2022-06-22
5776,7658,5,2021-08-10
3863,2585,4,2022-01-07
2046,4284,1,2017-10-19
8452,4177,1,2022-11-02
3924,8252,5,2020-10-02
1798,12632,3,2019-09-23
8097,4014,4,2018-08-09
8446,15171,5,2020-03-02
6908,9613,5,2018-12-25
2419,7257,5,2022-10-01
7308,6457,5,2021-12-04
6059,6951,5,2017-11-18
1149,1012,5,2017-11-16
6812,7861,4,2022-06-13
7551,11904,5,2016-06-28
7581,8279,5,2017-01-14
842,7186,5,2020-01-02
7923,6996,5,2015-02-14
3559,12363,5,2022-03-09
8761,1728,5,2020-05-31
6870,6724,5,2015-05-20
6736,2844,4,2022-12-12
7782,4739,5,2019-10-01
6154,5155,4,2019-10-11
7248,15806,4,2016-11-15
9333,6792,5,2015-11-03
4783,13706,5,2019-02-07
2905,4946,5,2016-07-11
4556,8288,5,2022-04-08
5104,1593,5,2019-11-30
3493,11114,5,2019-08-01
4336,12266,5,2021-08-04
7614,8307,5,2016-09-09
8718,11072,5,2019-07-30
488,9219,4,2020-06-01
553,7435,5,2019-12-19
2590,11375,5,2016-02-13
7062,1627,5,2020-08-31
7312,3422,5,2022-11-07
8681,9092,2,2022-10-27
9310,8575,5,2020-07-12
9068,9556,5,2019-08-11
7475,11912,5,2015-01-16
594,2019,5,2020-06-02
498,132,5,2019-09-03
8031,5329,3,2019-06-17
7626,471,5,2022-07-28
5993,15340,5,2018-10-22
8623,12670,2,2019-03-02
931,10990,4,2015-10-17
7371,1077,4,2018-04-21
419,12646,5,2016-05-06
3362,6905,5,2018-12-22
3745,10593,5,2016-08-27
829,6792,4,2016-04-23
5817,1964,5,2022-07-09
5833,11012,5,2022-11-18
821,10732,4,2020-08-17
7804,15938,5,2021-03-18
7384,12381,4,2017-10-24
7274,11608,5,2021-11-04
6774,496,3,2022-05-09
5613,10559,5,2020-09-10
3767,12652,5,2017-11-12
6323,15034,4,2022-08-28
1241,7559,5,2016-07-28
4752,10264,5,2020-07-21
8643,12326,5,2022-10-08
9677,15330,4,2022-03-05
8899,3870,2,2019-12-17
1032,1180,5,2016-03-10
5122,11529,5,2019-08-20
72,7651,4,2017-10-05
9916,2826,5,2017-07-14
4334,7479,5,2015-08-12
1977,1926,4,2020-11-13
993,13370,2,2018-08-20
141,7219,4,2021-06-16
1600,9432,5,2020-09-25
1491,9041,5,2016-11-20
6521,6150,5,2020-03-24
5125,1425,1,2018-08-06
4894,7239,4,2022-12-07
8534,7308,4,2015-06-05
5549,2686,4,2018-01-13
726,10195,4,2016-04-12
4250,5220,5,2017-11-16
1729,108,5,2015-01-08
8622,1802,1,2019-12-14
3049,13436,1,2015-01-20
621,13282,1,2018-01-18
3666,9909,4,2019-10-14
6313,1326,4,2020-05-07
8017,9053,1,2020-01-22
9251,9747,3,2021-06-01
4514,8878,1,2020-04-17
4052,9511,5,2018-09-05
1516,1220,2,2015-07-14
9387,10356,4,2020-03-25
3747,4857,2,2021-07-29
8246,11063,2,2019-09-07
5752,16018,1,2017-02-06
1564,15847,4,2019-03-08
5726,9981,4,2017-10-01
3180,15171,4,2019-11-29
7509,2195,3,2018-04-25
6758,4518,5,2018-08-25
9925,10995,2,2015-11-28
6394,9293,1,2021-04-30
2206,15182,1,2022-12-10
9724,12552,1,2020-04-07
946,13027,3,2016-05-03
9532,8812,1,2015-08-11
5958,11662,4,2022-09-29
7323,15322,5,2016-11-20
6001,12545,4,2015-07-03
1265,6399,5,2021-06-20
3152,1418,5,2021-07-28
1138,10963,5,2021-02-07
6894,14888,5,2017-11-07
7438,4618,5,2020-01-21
6181,11335,3,2020-06-02
7065,2959,4,2015-04-20
7530,11122,5,2017-02-26
1951,6189,5,2018-06-25
4462,9920,2,2020-09-16
2079,3310,5,2015-01-21
9444,12026,5,2020-07-10
7942,844,5,2017-04-01
8919,11865,5,2021-06-12
1897,705,5,2015-10-28
9675,12900,5,2019-04-19
2607,4405,3,2021-04-27
665,2846,4,2017-05-12
375,11796,4,2018-08-28
4378,15946,5,2022-10-08
3923,6875,4,2022-10-11
1317,5601,3,2021-04-08
1808,9453,5,2021-06-08
6316,2657,5,2019-06-20
173,4344,5,2019-03-16
2201,7237,5,2021-12-07
278,7747,5,2020-07-21
476,11380,4,2016-07-24
9898,7565,5,2017-03-15
9620,3879,5,2020-03-24
7961,6475,5,2022-05-03
5545,6663,5,2015-01-28
5703,12072,4,2019-05-01
6335,4740,5,2015-05-30
8818,7364,5,2022-12-06
2335,16024,5,2017-08-28
1862,10922,4,2018-01-18
603,10769,4,2020-11-09
7255,10844,4,2022-06-13
9053,11604,4,2016-10-27
7893,340,3,2022-11-18
7472,9196,5,2016-05-05
1104,1568,4,2016-05-29
5916,1700,5,2018-06-15
6606,8153,4,2017-05-17
9241,849,5,2016-08-01
4340,10167,4,2016-01-09
5339,4756,1,2022-07-05
3204,2261,5,2019-06-20
1239,14361,3,2022-01-21
3607,12274,2,2016-01-06
7770,200,4,2022-11-24
6027,10900,5,2020-12-13
4473,5933,5,2021-11-19
4566,7486,5,2022-10-28
2403,9872,2,2016-03-27
6504,12623,5,2016-08-15
3769,5642,5,2015-11-22
8363,10286,5,2019-08-28
9893,7002,4,2020-12-06
9618,406,5,2021-03-05
6173,14676,3,2018-11-18
5023,10954,5,2021-08-29
7586,1467,4,2020-06-01
1144,12733,5,2020-01-18
3072,2176,5,2020-01-22
4678,7937,5,2017-01-06
475,1460,5,2018-10-22
2855,6698,3,2016-01-05
2903,7588,5,2021-07-18
3479,749,4,2020-12-05
1794,13876,4,2020-10-20
2628,1327,4,2021-08-18
3908,4742,1,2017-05-14
4471,16224,5,2017-11-08
1949,12374,5,2015-12-07
6058,4193,4,2018-10-20
4603,9581,5,2018-11-16
6838,4301,5,2021-08-20
9329,15631,5,2020-05-16
3562,5406,4,2021-12-04
9812,896,5,2022-09-06
4107,1364,5,2020-04-08
7263,5459,5,2021-01-29
8451,13975,4,2021-11-16
9192,15679,3,2016-07-29
9676,525,5,2021-02-26
3395,14215,4,2016-06-18
6104,9842,5,2020-07-09
8767,3504,5,2020-11-17
3004,10486,4,2017-05-30
5842,12442,3,2017-05-19
5912,3833,5,2022-02-11
4184,9821,3,2016-12-14
767,7386,5,2020-01-31
441,12362,5,2022-02-12
2172,7197,5,2022-03-12
2159,7267,4,2015-01-05
7960,8522,5,2016-03-22
8871,7624,4,2022-06-11
7672,2990,4,2016-08-03
23,10537,4,2018-09-13
2686,2503,4,2017-06-28
7434,5290,5,2019-03-31
3394,14753,4,2020-06-02
9572,13624,5,2017-07-01
4312,8634,4,2016-02-18
6069,15815,4,2022-07-05
5841,14006,5,2022-11-30
9559,31,4,2019-10-15
1812,859,4,2016-03-25
8255,2226,4,2016-09-04
6048,6587,5,2017-05-18
4158,8326,4,2015-09-03
9057,10211,3,2017-07-21
7349,9649,5,2016-06-02
4964,10157,5,2015-09-09
5868,7097,5,2015-12-17
5344,2398,5,2022-08-26
8273,806,4,2019-09-22
1911,13936,5,2016-03-15
6465,10827,4,2016-07-19
2282,13888,2,2022-11-24
5882,8754,1,2020-05-17
6065,723,3,2021-05-18
8315,4587,5,2018-05-17
5780,8355,5,2022-06-21
1406,2522,5,2017-07-25
1146,4588,1,2022-03-12
3892,5772,1,2017-01-27
2870,8483,4,2016-08-02
4923,6020,5,2018-04-04
5327,1452,5,2017-09-01
4558,7433,5,2022-08-05
1286,11844,2,2018-12-01
5773,10049,4,2019-01-09
1420,2835,2,2021-12-25
3692,6708,4,2021-01-25
5191,13929,4,2020-03-08
6604,13543,4,2019-07-22
9707,1993,3,2021-07-15
9177,131,3,2016-10-27
909,13925,3,2020-03-15
2077,5104,3,2016-02-24
9385,3953,1,2016-02-29
2232,9973,3,2017-01-24
4847,162,5,2016-01-07
3139,15126,4,2016-06-14
1151,3391,4,2018-11-16
8872,15645,4,2020-04-23
7926,10815,4,2020-05-25
6271,4531,5,2021-04-08
2204,352,4,2017-04-07
6715,16075,5,2017-02-08
9876,350,3,2018-10-10
9768,9337,4,2021-02-17
6608,9634,2,2018-03-24
7189,522,4,2016-04-28
5668,14324,4,2017-04-13
2961,14555,3,2020-01-29
686,14191,4,2022-12-21
7116,15421,4,2021-09-22
1387,12966,3,2016-12-01
1235,104,4,2020-05-12
3084,16405,5,2021-11-07
9332,11567,5,2021-01-13
5784,2574,4,2021-06-28
7313,8888,5,2016-04-20
1434,7323,5,2021-01-16
3798,3025,4,2017-11-27
1384,4503,5,2020-03-14
8720,3636,2,2022-07-21
7531,3071,5,2022-10-02
2317,6404,4,2015-09-25
6243,16333,5,2018-01-14
3817,14425,4,2017-06-26
