id,name,neighborhood,rating,price
7549,2部屋でのシェア　10畳　駅から徒歩3分　ブルックリンの大人気エリア:ウィリアムズバーグから３駅,Bedford-Stuyvesant,4.75,59.0
7550,Hues of Blue,East New York,2.0,218.0
7551,Cozy 1bd Apt in East Village,East Village,,200.0
7552,An Amazing Creative Loft <Prime Williamsburg>,Williamsburg,,375.0
7553,"Bright, Spacious 2 bdrm green  neighborhood !",Flatbush,4.0,100.0
7554,Northern Sunny Nook,Inwood,4.666666666666667,100.0
7555,Decorator's Apt in Mansion Off 5th Ave,Upper East Side,5.0,225.0
7556,Perfectly Located Apartment in Gramercy,Flatiron District,4.5,200.0
7557,Upper East Side Luxury Mansion Off 5th Ave,Upper East Side,4.0,250.0
7558,Full Private Brooklyn apartment,Bedford-Stuyvesant,4.0,177.0
7559,Trendy & Modern Bushwick Brooklyn Apartment,Bedford-Stuyvesant,5.0,68.0
7560,BEST LOCATION IN SUNNYSIDE-15 MINUTES TO MANHATTAN,Sunnyside,,114.0
7561,1567-4A | Large Modern 2 Bedroom PRIME UES APT,Upper East Side,,249.0
7562,Quiet Apartment for Large Groups,Kips Bay,4.0,320.0
7563,Entire luxury apartment for rent. Sleeps 4 or five,Ditmars Steinway,,160.0
7564,Large Crownheights Apartment Sublet,Crown Heights,3.5,58.0
7565,NYC Diamond 5 star 3bedrooms/5beds 2baths/ Parking,Wakefield,5.0,258.0
7566,1 bedroom sanctuary in Brooklyn,Crown Heights,3.0,169.0
7567,Gorgeous apartment in center Williamsburg,Williamsburg,4.0,152.0
7568,Brownstone Duplex in Heart of Community,Harlem,4.0,300.0
7569,Stunning Apartment near Time Square,Hells Kitchen,5.0,223.0
7570,Entire 1 Bedroom Apt w/ Private Backyard in Harlem,Harlem,,185.0
7571,Wonderful 1 Bedroom Apartment (NYU CAMPUS),Greenwich Village,5.0,165.0
7572,Amazing apartment Times Square,Hells Kitchen,,329.0
7573,Downtown Bronx Studio 15 min ride to Manhattan,Melrose,5.0,79.0
7574,Prime Bushwick Spacious Studio,Bushwick,,104.0
7575,Huge Designer Townhome |Private Backyard|,Harlem,4.0,837.0
7576,Unique  Magical Artist Loft Apartment - Bushwick,Williamsburg,,149.0
7577,Brooklyn Vibes Apt in Clinton Hill,Bedford-Stuyvesant,5.0,146.0
7578,2 Bedroom 2 Bath APT  located  close to Manhattan,Long Island City,,135.0
7579,Lower East Side 2 Bedroom,East Village,5.0,185.0
7580,Newly renovated 1 bedroom apartment!,West Brighton,2.0,120.0
7581,Two Bedroom Apartment with Kitchen and Four Beds.,Hells Kitchen,4.25,299.0
7582,"Cozy/Comfortable/Clean, 3 Bedroom/2 Bathroom",Kips Bay,,266.0
7583,Ultra Luxury 1BR Manhattan Apt w/Gym/Pool!,Upper West Side,4.0,245.0
7584,NYC Beach House with Yard.,Arverne,,99.0
7585,Great 1 Bedroom Loft in Cool SoBro Area,Port Morris,1.0,160.0
7586,More Comfy Bushwick,Bushwick,4.0,180.0
7587,Airy and bright artist’s loft space in Fort Greene,Fort Greene,5.0,176.0
7588,Empire State Studio Apt,Kips Bay,5.0,183.0
7589,Perfect Brooklyn Neighborhood Apartment,South Slope,5.0,148.0
7590,1 Bedroom apartament in williamsburg,Williamsburg,,153.0
7591,Charming 3BR Apt in Downtown Manhattan,Battery Park City,2.0,321.0
7592,Artist apartment in the heart of two bridges,Chinatown,5.0,93.0
7593,"LONG TERM RENTAL,STUDIO N8 IN THE VILLAGE",West Village,,128.0
7594,"Luxury, Modern apatament just 10 mins to Manhattan",Williamsburg,3.5,190.0
7595,"1BR w/PRIVATE ENTRANCE, PRIVATE GARDEN w/ GRILL!!!",Boerum Hill,,106.0
7596,Charming 2BR Apartment in Midtown Manhattan,Midtown,,347.0
7597,Bright & Sunny 1Bed in Prime Williamsburg Location,Williamsburg,5.0,100.0
7598,A Very Special Apt - Lots of Light and Space,Kips Bay,4.0,857.0
7599,Corona's Gem,East Elmhurst,3.0,200.0
7600,"Private,  cozy,  comfortable,  it feels like home",Williamsbridge,3.0,81.0
7601,Long Island City Luxury for Less,Long Island City,5.0,150.0
7602,3Bedroom/2Bathroom - Fresh&Clean/Ideal Location,Kips Bay,,266.0
7603,East Village 1250sq ft Venue w/ Outdoor Space,East Village,5.0,1529.0
7604,Garden Flat,Laurelton,,108.0
7605,Entire apt in the hearth of EAST VILLAGE!,East Village,4.0,180.0
7606,Spacious Ditmas Park One Bedroom w/ 2 Cats!,Flatbush,,99.0
7607,A sunny apt/loft space in Fort Greene,Fort Greene,4.0,154.0
7608,"Sunny, Spacious, Jungle Oasis",East Village,,135.0
7609,Fabulous 1-bedroom apartment in Clinton Hill,Clinton Hill,4.0,150.0
7610,A taste of New York,South Ozone Park,,128.0
7611,"20 Min to Manhattan, Big 3 bed RM Apt in Ridgewood",Ridgewood,5.0,170.0
7612,Private Balcony & Rooftop Deck in New Building,East Harlem,,110.0
7613,The Gallery~2 Bedroom Apartment~20 minutes to NYC,Bedford-Stuyvesant,,219.0
7614,Urban Oasis Apartment for Fam or Friends,Crown Heights,3.0,82.0
7615,UPPER EAST Historic Blding:Walk to Central Park,Upper East Side,4.5,355.0
7616,Brownstone apt 2 bedrooms rent the entire apt,Bushwick,1.0,200.0
7617,Cozy Room& Area in Queens♪,Woodside,,36.0
7618,Bedroom + Ensuite Bath + Backyard in Bedstuy,Bedford-Stuyvesant,3.5,108.0
7619,Bright 1BR in a new Prospect Heights high rise,Prospect Heights,4.0,150.0
7620,3 BD apartment a minute from G train,Bedford-Stuyvesant,4.5,350.0
7621,Lofty spacious sun drenched home,Bedford-Stuyvesant,4.333333333333333,325.0
7622,LOVELY separate apartment in Bedstuy brownstone.,Bedford-Stuyvesant,,153.0
7623,Huge 2BR/2BA Apt Queens close to JFK/LGA Airport,Jamaica,3.0,315.0
7624,Heartbeat of Harlem,Harlem,4.0,217.0
7625,Quiet private spacious studio 1 bedroom in Midwood,Midwood,,95.0
7626,Tranquil East Village - Street Level Apt,East Village,3.0,199.0
7627,Lovely & Spacious 2 Bedroom Apartment,Vinegar Hill,,275.0
7628,Beautiful Sunny & Bright Brooklyn Apartment.,Bedford-Stuyvesant,4.0,90.0
7629,Three Bedroom Family Suite- Top Floor w/ Skylight,Canarsie,5.0,306.0
7630,Charming brownstone in the heart of Brooklyn!,Clinton Hill,5.0,125.0
7631,Entire 2 bdrm apt in Nolita. Amazing location,Nolita,5.0,150.0
7632,"Two Bedrooms with Kitchenette, Bathroom, Four beds",Hells Kitchen,5.0,299.0
7633,Cozy two bedroom apt close to Soho and NYU.,Lower East Side,1.0,745.0
7634,Sweet Sunny Apt in prime Park Slope  Location,Park Slope,,171.0
7635,"Best of Brooklyn 2: FAST Internet, Desk, Pets ok!",Bedford-Stuyvesant,5.0,334.0
7636,Classic Brooklyn Apartment,Bay Ridge,,125.0
7637,Spacious Williamsburg Loft/Apartment,Williamsburg,,140.0
7638,Pretty 1bed by Prospect Park and transportation!,Prospect-Lefferts Gardens,4.25,115.0
7639,Cozy Large Sunny Artist Retreat 10min to Manhattan,Williamsburg,5.0,150.0
7640,West Village one bedroom,West Village,3.0,87.0
7641,Light Filled 1-BDR Apartment  Bed-Stuy / Bushwick,Bushwick,,95.0
7642,Cozy 2 bedroom apt in Astoria / Long Island City,Astoria,1.0,154.0
7643,Chic Brooklyn Townhome Apt Quick Train to the City,Bedford-Stuyvesant,5.0,229.0
7644,Sunny & Spacious apartment in Crown Heights,Crown Heights,5.0,80.0
7645,little Oasis in New York artistic best Bushwick,Bushwick,4.5,140.0
7646,Williamsburg Designer Loft: Best of Brooklyn,Williamsburg,4.333333333333333,350.0
7647,"private room & bathroom, 500 ft away from beach.",Rockaway Beach,5.0,135.0
7648,Luxury 3 Stops to Times Square,Harlem,5.0,125.0
7649,Garden flat with patio in New York most artistic,Bushwick,,175.0
7650,"Backyard in BK, Modern Reno, Sleeps 6, Walk 2train",Crown Heights,,160.0
7651,Stylish 2 Beds Apartment with private parking.,Allerton,4.333333333333333,138.0
7652,Harlem 2 Bedroom,East Harlem,4.333333333333333,99.0
7653,Conveniently Located Cozy and Quiet UES Apartment,Upper East Side,4.5,500.0
7654,Safe UWS 99.9% Germ Free 2 Quiet BRs NEAR COLUMBIA,Upper West Side,,145.0
7655,Spacious Modern  entire Apt. 5 min to JFK Airport,Jamaica,5.0,155.0
7656,Best luxury deal in Manhattan.,Theater District,4.5,250.0
7657,Modern 1-bedroom apartment with balcony,Bedford-Stuyvesant,4.75,170.0
7658,Great location. Great view. Brand new Apartment,Upper East Side,5.0,220.0
7659,Large Designer One Bedroom on West 72nd,Upper West Side,4.5,200.0
7660,* Great  bedroom * with private bathroom,Harlem,5.0,60.0
7661,"Gorgeous Midtown East 1 Bed w/ Gym, Rooftop #6125",Murray Hill,,225.0
7662,Huge apt w/ a backyard & gym near the heart of nyc,Ditmars Steinway,4.0,68.0
7663,Private Entrance 2 Bedroom Apt—Amazing Location!!!,Clinton Hill,3.5,375.0
7664,Luxury 1 BR with a Manhattan View in Williamsburg,Williamsburg,,200.0
7665,Great location walk to all 1 minuet walk to train,Kips Bay,,298.0
7666,Awesome comfy 1st fl walk up across from subway,Midtown,4.5,85.0
7667,"Light-filled Luxury Williamsburg Home, Roof Access",Williamsburg,5.0,175.0
7668,Luxury TriBeCa Apartment at an amazing price,Tribeca,4.5,6500.0
7669,"Cozy apartment, amazing location!",Lower East Side,3.0,275.0
7670,Quaint & Cozy 1 Bedroom Apt near Central Park!!!,East Harlem,5.0,90.0
7671,★ Females Only ★ Pvt Suite in 4BR House ★ Backyard,Bedford-Stuyvesant,5.0,53.0
7672,"This ENTIRE Apartment is Yours, Including the Deck",Bedford-Stuyvesant,4.5,169.0
7673,Cozy 2 BR APT with private entrance with backyard,Flushing,5.0,95.0
7674,Boho-Lux 2.5 Bed 2 Bth Penthouse w/ Private Garden,Lower East Side,5.0,425.0
7675,Trendy and Tranquil Staycation  in Brooklyn Duplex,Bushwick,,222.0
7676,Authentic Brooklyn Artist Loft Experience,Williamsburg,,727.0
7677,A soothing full loft in Williamsburg,Williamsburg,4.0,125.0
7678,Luxury Private One Bedroom in the Upper East Side,Upper East Side,5.0,199.0
7679,Lovely North Park Slope Private Garden Apartment,Park Slope,3.5,175.0
7680,The Game Room,Claremont Village,4.0,529.0
7681,Beautiful 1 bedroom with lovely garden in BK,Park Slope,5.0,282.0
7682,Sanitized Home In Briarwood NY | Near Subway & JFK,Briarwood,,78.0
7683,Vintage Brooklyn Hideaway (Williamsburg),Williamsburg,4.5,214.0
7684,Garden Apt In Artists Historic Brownstone,Gowanus,4.5,191.0
7685,Studio steps away from Times Square.,Theater District,2.0,192.0
7686,Private Room#1 in Beautiful Bay Ridge,Bay Ridge,4.0,40.0
7687,"Lovely 2 bedroom on Prospect Park, near subway",Prospect-Lefferts Gardens,,110.0
7688,Brooklyn Awesomely Huge and Hip Apartment - 2,Bedford-Stuyvesant,,75.0
7689,NEW| Luxury in the -of Brooklyn | Fast Wi-Fi,Cypress Hills,5.0,178.0
7690,Clean One Bedroom,Chelsea,,225.0
7691,1 bedroom on Union Square E/ Gramercy Park/ Cozy!,Gramercy,4.5,388.0
7692,Spacious Full Studio BEST LOCATION in Brooklyn,Prospect-Lefferts Gardens,5.0,100.0
7693,"Beautiful UWS 1 BD w/ Gym, Laundry, Rooftop #6143",Upper West Side,4.0,210.0
7694,10 Mins to Manhattan - 3 Br- Duplex Entire House,Long Island City,4.0,95.0
7695,Summer Skyline Oasis,Morningside Heights,3.0,98.0
7696,Upper E. Side 2BR w/ Gym & W/D nr the MET,Upper East Side,,576.0
7697,Brooklyn Delight - one bedroom apt.,East Flatbush,5.0,105.0
7698,Eternal Elegance NYC2Bedrooms2Bath3Beds1Recliner,Wakefield,1.0,189.0
7699,Private Brownstone Apartment with Island Theme,Bedford-Stuyvesant,,200.0
7700,Boutique apartment in Williamsburg,Williamsburg,,255.0
7701,Modern 2 bed 2 bath apt near Central Park (UES),East Harlem,5.0,289.0
7702,Adorable TriBeCa neighborhood easy subway access!,Tribeca,5.0,179.0
7703,convenient 5min away from jfk 20 min lga airport,Richmond Hill,,275.0
7704,20.5min to Manhattan&Safe Neighborhood&PrivateRoom,Sunnyside,4.0,50.0
7705,19min to Manhattan & Safe Neighborhood&PrivateRoom,Sunnyside,3.0,40.0
7706,Quiet 1BR Apt in West Village/NYU,West Village,4.0,185.0
7707,19min to Manhattan & Safe Neighborhood&PrivateRoom,Sunnyside,4.5,44.0
7708,19min to Manhattan & Safe Neighborhood&PrivateRoom,Sunnyside,,33.0
7709,19min to Manhattan & Safe Neighborhood&PrivateRoom,Sunnyside,5.0,35.0
7710,19min to Manhattan & Safe Neighborhood&PrivateRoom,Sunnyside,,35.0
7711,19min to Manhattan&Safe Neighborhood&PrivateRoom,Sunnyside,,32.0
7712,NYC oasis in Gramercy,Stuyvesant Town,,250.0
7713,"Private floor in Modern, Hip Brooklyn Brownstone!",Bedford-Stuyvesant,3.5,180.0
7714,"25-38 mins to Tms Sq!! 15 mins LGA, 20mins JFK! C",Jackson Heights,5.0,57.0
7715,"Large, quiet, sun-drenched Brooklyn apartment!",Sunset Park,4.5,135.0
7716,Tranquil Haven-8 mins to JFK/LIRR /Air Train,Jamaica,5.0,364.0
7717,Honest Clean Living in Queens New York,Springfield Gardens,,166.0
7718,Sunny & Spacious Staycation in Brooklyn,Bushwick,,200.0
7719,The-Light-Full Bushwick,Bushwick,,120.0
7720,Boutique Garden Suite w/PRIVATE ENTRANCE near JFK,Jamaica,3.0,129.0
7721,Erma ‘s,Crown Heights,,99.0
7722,The Boathouse,Great Kills,5.0,229.0
7723,Cozy Apartment in Midtown West,Hells Kitchen,3.0,242.0
7724,Empire State Views! Large 1 bedroom NYC apartment,Flatiron District,4.0,180.0
7725,The coziest garden apartment in Harlem!!,Harlem,4.333333333333333,90.0
7726,"Cozy, Spacious and private apartment in NYC",Washington Heights,,90.0
7727,"Spacious & clean 2 BR w/ patio, washer & dryer",Sunset Park,4.0,241.0
7728,Brooklyn paradise,East Flatbush,,200.0
7729,Beautiful duplex with terrace. Up to 6 people.,Financial District,5.0,395.0
7730,Charming 1 Bedroom Apartment in Clinton Hill,Clinton Hill,3.6666666666666665,201.0
7731,"Super Modern, Clean, Quiet Apartment in Flatlands!",Flatlands,4.0,91.0
7732,"Chic, Bright, & Cozy West Village Walk- Up",SoHo,4.333333333333333,143.0
7733,Large Master Bedroom & private 450 sq. Ft garden,Park Slope,2.0,78.0
7734,Lovely 2 bedroom apartment -in heart of Manhattan,Upper West Side,5.0,80.0
7735,Two-bed Loft Style Brooklyn Apartment,Bushwick,,149.0
7736,The House of Radiant Bliss,Williamsburg,1.0,225.0
7737,"750 sqft of light, cleanliness & comfort",Upper West Side,5.0,145.0
7738,"Bright, quiet railroad style apartment",Ridgewood,5.0,60.0
7739,Dominiques Upper Level 2bedroom crashpad-sleeps 5*,Eastchester,4.0,163.0
7740,Spacious Nolita 2BR w/ W/D in a prime area,Nolita,,457.0
7741,Brooklyn Comfort and Style,Flatbush,4.5,200.0
7742,Incredible 1 BR in Greenpoint! Amenity building.,Greenpoint,5.0,138.0
7743,Modern 1-BR near Times Square and Hudson Yards!,Hells Kitchen,5.0,275.0
7744,Entire Apt -Chinatown/Soho/LittleItaly. HeartofNYC,Chinatown,3.5,258.0
7745,Entire Sunny 2br 1ba Williamsburg apt near L train,Williamsburg,,115.0
7746,Bright 900ft² Williamsburg duplex,Williamsburg,5.0,380.0
7747,An Oasis in the Bronx(Riverdale),Riverdale,4.75,178.0
7748,Waterfront Apartment in Prime Williamsburg.,Williamsburg,4.0,140.0
7749,Gray 2 Bedrooms Near Times Square and Central Park,Hells Kitchen,,325.0
7750,Spacious apt with great natural light.,Bushwick,,110.0
7751,Pur Bonheur.    (Pure Happiness),Crown Heights,,182.0
7752,"3 bedroom apt, close to museums, subways, markets.",Upper West Side,5.0,250.0
7753,"Perfect West Village Apt, A la Carrie Bradshaw",West Village,,155.0
7754,Stunning 2 Bedroom With Lovely Outdoor Space,Bedford-Stuyvesant,,215.0
7755,Artistic 1 BR apt close to Central Park,East Harlem,,150.0
7756,"Cozy one bedroom apartment East Village, Manhattan",Stuyvesant Town,5.0,333.0
7757,"3 bedroom near Dimes Square, Chinatown, LES",Lower East Side,,285.0
7758,Spacious Three Bedroom Apt. Near JFK,Springfield Gardens,5.0,112.0
7759,Kingsize skylight bedroom in Harlem brownstone,Harlem,,86.0
7760,"1 Bed, social heart of Manhattan",East Village,4.5,130.0
7761,Light drenched bungalow in trendy Bed Stuy,Bedford-Stuyvesant,,75.0
7762,Spacious Private 2BR Apartment in Brooklyn!,Bensonhurst,,146.0
7763,"Private Brooklyn APT next to Subway, Bk college",Flatlands,,122.0
7764,⭐High Floor Luxury Apt - Amazing Sunset & Sunrise!,Hells Kitchen,,399.0
7765,Cozy Studio Enjoy Brooklyn & Reach Manhattan Easy,Prospect-Lefferts Gardens,,43.0
7766,"Brooklyn Brownstone, Bright & Bohemian",Bedford-Stuyvesant,4.5,145.0
7767,"Close2Manhattan,walk2Shops ferry&subway.Clean NYC!",Sunset Park,5.0,99.0
7768,"Classic, Pre-war 1BR w/ Views of Manhattan Bridge!",Two Bridges,,200.0
7769,Newly renovated 1 bedroom steps from Times Square,Hells Kitchen,4.0,276.0
7770,Plush Spacious 1br Williamsburg apt,Bedford-Stuyvesant,5.0,100.0
7771,Best Apartment in the Heart of Manhattan,Midtown,4.0,290.0
7772,"Beautiful, Bright, Safe - Best Rated AirBNB in NY",Washington Heights,4.0,189.0
7773,Big Apple Suite,Maspeth,2.0,149.0
7774,"Private 2BR, grandest parlor suite by historic BAM",Fort Greene,,200.0
7775,Historic private Garden level w/curtain by BAM,Fort Greene,5.0,300.0
7776,Gorgeous 1Bd/1Bth Apt. in the Heart of Brooklyn!!!,Clinton Hill,5.0,135.0
7777,Furnished 2BR apartment in the UES (30 days min),Upper East Side,,177.0
7778,The 21st Century Palace,East Flatbush,4.0,213.0
7779,Stunning Village Loft @ Union Sq.,Greenwich Village,4.0,229.0
7780,Private Room in Petfriendly 2 BR. Garden. Laundry.,Bedford-Stuyvesant,5.0,44.0
7781,Sunny one-bedroom in Washington Heights,Washington Heights,3.8,90.0
7782,"Awesome Access! to station, 2min/5 line u can use♪",Woodside,,39.0
7783,Cozy neighborhood Subway M/R<2min> & 7 Line<5min>,Woodside,3.6666666666666665,32.0
7784,"Room in 4BR/1BA, 10mins> Jackson Hts  Roosevelt Av",Woodside,,61.0
7785,NY Home in the Heart of Harlem,Harlem,3.0,125.0
7786,Studio Apartment in Midtown Manhattan Highrise,Midtown,4.333333333333333,189.0
7787,Cozy 1 Bedroom Apartment in West Village,West Village,4.0,130.0
7788,501 - Bright 2 BR unit in luxury amenity building,Midtown,4.0,225.0
7789,Hiddden Gem,Flatlands,,155.0
7790,Rare Gem in Astoria - 30 minutes to Manhattan,Ditmars Steinway,1.0,200.0
7791,Entire Elegant Brownstone with Private Lush Garden,Clinton Hill,5.0,695.0
7792,A Very Merry Loft 4bedrooms 1bath,Williamsburg,5.0,505.0
7793,"Big, Bright, and Centrally-Located in Williamsburg",Williamsburg,3.0,105.0
7794,Modern 3 Bdrm Aprtmnt/ Wifi/JFK Airport/LIRR/Clean,Springfield Gardens,,207.0
7795,"Modern 4bdr_Heart of Astoria, 20min to Manhattan!",Astoria,5.0,404.0
7796,Artist Loft Studio in Ridgewood border w Bushwick,Ridgewood,5.0,120.0
7797,2bd apt 20min from NYC up to 6 ppl after 2 add’l $,East Flatbush,4.0,113.0
7798,Spacious Crown Heights 2BR (15 Mins to Manhattan!),Crown Heights,5.0,225.0
7799,1BR fully furnished in the UES (30 days min),Upper East Side,3.0,99.0
7800,203 - 1 Bedroom unit in luxury amenity building,Midtown,3.0,199.0
7801,Entire apart. In Sunset Park Brooklyn,Sunset Park,3.75,85.0
7802,Who can resist a wallpaper room(also kid-friendly),Bedford-Stuyvesant,,228.0
7803,Huge One Bedroom Apartment.,Crown Heights,,75.0
7804,Skyline Views / 2 Queen Beds / Luxury Apartment,Fort Greene,5.0,89.0
7805,Bright Apartment for BIG FAMILY in Jackson heights,Jackson Heights,4.0,100.0
7806,Comfy and Nice Railroad Apt in Williamsburg,Williamsburg,5.0,50.0
7807,Spanish Villa in Queens.,College Point,5.0,380.0
7808,Beautiful tranquil Greenpoint two bedroom,Greenpoint,3.0,185.0
7809,Bayview Experience,Arverne,2.0,190.0
7810,Queens village cozy apartment,Queens Village,5.0,185.0
7811,1 Bedroom apartment big & sunny in Williamsburg,Williamsburg,,130.0
7812,Cozy apartment near Columbus Circle/Central Park,Hells Kitchen,3.6666666666666665,110.0
7813,2040 Nostrand Avenue Brooklyn NY 11210...,Flatbush,3.0,140.0
7814,Brooklyn Heights 1 Bed Floorthru 950ft Garden Apt,Brooklyn Heights,3.0,259.0
7815,Bright Duplex w/Balcony,Bedford-Stuyvesant,4.0,420.0
7816,Private Single Bedroom Semibasement Near Subway,Bushwick,,40.0
7817,Most Comfortable and Cozy Apartment in NYC,Upper East Side,,253.0
7818,*PRIVATE* Studio 5 minutes from LGA/ US Open,Jackson Heights,3.6666666666666665,106.0
7819,Modern 2 Bedroom Apartment in Brooklyn,Sunset Park,,171.0
7820,Charming 1 bedroom apartment in Red Hook,Red Hook,4.666666666666667,84.0
7821,Upper W. Side 1BR w/ Doorman nr Central Park,Upper West Side,,424.0
7822,Newly finished private 1 bedroom apartment,East New York,,126.0
7823,Spacious & Stylish Apt. - Steps From Central Park,Upper West Side,5.0,86.0
7824,Charming 1 bdrm in Astoria- 10 Mins from the city!,Astoria,4.0,95.0
7825,Loft-like spacious 3 bedroom apartment near park,Sunset Park,4.5,144.0
7826,Beautiful and spacious one bedroom apartment,Flatbush,3.6666666666666665,85.0
7827,Great and cozy apt in a wonderful neighborhood,Bensonhurst,,65.0
7828,"Bright, Family-Friendly, 3 Bedrooms, 2 Bath Home",Bedford-Stuyvesant,,218.0
7829,"Huge 1 BR Apt, private entrance, 8mins/JFK.",Laurelton,5.0,105.0
7830,Tippey Toes (Brooklyn is the new Manhattan),Brownsville,,300.0
7831,Upper East Grand Duplex with Private Garden,Upper East Side,4.0,349.0
7832,Gorgeous 3Bed/2Bath near Central Park,Upper West Side,,379.0
7833,Brooklyn oasis with private garden,Prospect Heights,,150.0
7834,Garden Level Apartment,Bedford-Stuyvesant,2.0,185.0
7835,★ Simple & Clean ★ King Bed ★ Comfort & Calm ★,Chinatown,,364.0
7836,PRIVACY SUITE ROOM WITH PRIVATE BATHROOM,Bedford-Stuyvesant,4.0,97.0
7837,"Bright 1BR Central Park w/Gym, Terrace+Courtyard",Upper West Side,5.0,354.0
7838,Huge & Artsy Loft with 4 Rooms in Brooklyn,Bushwick,1.0,286.0
7839,Positivity JFK•Casino•Beach,Ozone Park,2.5,149.0
7840,Calming One Bedroom in Prospect Heights,Prospect Heights,3.6666666666666665,123.0
7841,Manhattan Skyline views,Roosevelt Island,3.75,220.0
7842,★TRUE 2 BR APT(W)  5 SHORT BLOCKS TO CENTRAL PARK★,East Harlem,3.333333333333333,133.0
7843,Newly Renovated Space in the Heart of Brooklyn,Bedford-Stuyvesant,3.6666666666666665,128.0
7844,Loft 15min away from Manhattan,Long Island City,,395.0
7845,New York City One bedroom Masterpiece,Forest Hills,3.333333333333333,116.0
7846,"Columbia University, Extra Large Studio DELUXE!!",Morningside Heights,,110.0
7847,Comfy/Cozy Flat in A Townhouse by Central Park,Harlem,3.0,160.0
7848,COZY ONE BEDROOM APARTMENT IN BAY RIDGE,Bay Ridge,,55.0
7849,SoHo 1BR w/ W/D in unit on a quiet street,SoHo,5.0,397.0
7850,Modern apt- Heart of downtown BK w/ everything,Downtown Brooklyn,4.5,150.0
7851,"Townhouse Duplex on Sugar Hill, Harlem",Harlem,,254.0
7852,Cozy Quaint Modern Garden Apartment,Bedford-Stuyvesant,5.0,750.0
7853,2 Bed room full bath living room,Bedford-Stuyvesant,2.0,250.0
7854,Luxurious 1 bedroom in the heart of Astoria,Astoria,4.0,150.0
7855,Entire Apt. in Brownstone w/ Private Terrace,Fort Greene,5.0,401.0
7856,The absolute pad for relaxation,Chinatown,3.5,175.0
7857,"Spacious designer-curated, light-filled loft space",Williamsburg,,347.0
7858,Beautiful apartment with lots of light,Harlem,3.6666666666666665,120.0
7859,Artsy Modern Oasis + Garden & Private entrance,Bushwick,5.0,188.0
7860,COZY 1 BEDROOM APT MINUTES TO CITY!,Ridgewood,4.0,86.0
7861,E. Village 1BR w/ W/D in unit nr Union Sq,East Village,4.0,341.0
7862,Huge Duplex with garden in Greenpoint/Williamsburg,Greenpoint,5.0,350.0
7863,"Modern 3BR, 2 BATH (25 Minutes to Manhattan!)",Bedford-Stuyvesant,3.0,208.0
7864,2BR steps from Bell Blvd and Bayside Train Station,Bayside,3.0,150.0
7865,Private Studio Apt &  Quick Access to   Manhattan,Briarwood,4.0,79.0
7866,Ideal Location 4 BR Apt Upper West Side,Upper West Side,4.0,300.0
7867,East-Village Top FL Private clean large sunny 2BR,East Village,4.0,368.0
7868,Welcome to my Home in Pretty Central Park Area,Upper West Side,5.0,315.0
7869,Designer's Boho-Chic in Prime Williamsburg,Williamsburg,3.0,190.0
7870,Million Dollar Home+ Large Private Outdoor Space|,Harlem,5.0,585.0
7871,Harlem Gem,Harlem,,482.0
7872,Modern 2 bed 2 bath • 15 min to Manhattan!,Prospect Heights,4.5,275.0
7873,"Modern, Newly Renovated & Stylish Brooklyn  Oasis",Canarsie,2.0,222.0
7874,★*･:Entire Apt w/ Sunny Views 3 mins from Subway,Fordham,3.0,315.0
7875,"Upper W. Side 1BR, w/ Gym, by Lincoln Sq",Upper West Side,,323.0
7876,"Beautiful, Modern Brooklyn Brownstone",Bedford-Stuyvesant,4.0,885.0
7877,Luxury West Village Large 2 Bed Best Neighborhood,West Village,3.5,950.0
7878,Roma,Williamsburg,5.0,199.0
7879,"Gorgeous, Spacious 1 Bedroom in Mid-Manhattan.",Upper East Side,,147.0
7880,Fully furnished 2BR in the UES-94 st (min 30 days),Upper East Side,4.333333333333333,99.0
7881,Exquisite Park Slope Paradise,Sunset Park,,150.0
7882,Spacious 1BR Brooklyn Apartment,Gowanus,4.666666666666667,80.0
7883,Bruckner Comfort,Unionport,,111.0
7884,"Spectacular UWS 2 Bed w/Gym, Laundry, Rooftop#6105",Upper West Side,5.0,385.0
7885,Beautiful Historic Crown Heights home,Crown Heights,4.0,150.0
7886,Spacious and comfortable private 3br in Bushwick,Bushwick,5.0,359.0
7887,Historic Home w/ private backyard (sleeps 6),Bedford-Stuyvesant,4.333333333333333,216.0
7888,Large Two Bedroom in Bronx Little Italy,Belmont,,87.0
7889,Bright and cosy apartment in the heart of the city,Lower East Side,,160.0
7890,NY.  New York. Manhattan. Upper west. Centre Park,Upper West Side,3.0,130.0
7891,502 - 2 bedroom unit in luxury amenity building,Upper East Side,,275.0
7892,Modern 1 Bedroom in Heart of Williamsburg,Williamsburg,4.0,400.0
7893,A 1200 Square Foot Slice of The Big Apple Pie!,Harlem,3.0,325.0
7894,Clean apt. and convenient location in Manhattan,Kips Bay,4.25,119.0
7895,Beautiful Apt in Luxury building  Lincoln Center,Hells Kitchen,5.0,356.0
7896,NYC Apt with Large Backyard,Longwood,3.0,371.0
7897,Sunny renovated brownstone with patio.,Fort Greene,,150.0
7898,Townhouse steps from the Empire State Building,Kips Bay,3.0,833.0
7899,"Nice room near La Guardia Airport,Citi Field",East Elmhurst,5.0,55.0
7900,Sunny and stylish oasis in Williamsburg,Williamsburg,,240.0
7901,Back on AirBnB Moroccan Oasis with garden,Ditmars Steinway,,220.0
7902,My Happy Space.,Nolita,,160.0
