id,customer,accommodation,start_date,end_date,cost
8297,5718,11235,2019-02-10,2019-02-13,291.0
8298,4039,14561,2019-01-18,2019-01-21,225.0
8299,3586,7537,2019-07-16,2019-07-19,780.0
8300,9488,15063,2016-06-22,2016-06-25,570.0
8301,689,11008,2021-12-19,2021-12-22,135.0
8302,5976,16219,2021-01-29,2021-02-01,303.0
8303,928,3708,2017-08-30,2017-09-02,546.0
8304,7903,10293,2022-01-31,2022-02-03,105.0
8305,5339,10601,2020-05-29,2020-06-01,840.0
8306,229,4049,2016-07-18,2016-07-21,1350.0
8308,7468,897,2019-05-27,2019-05-30,4500.0
8309,5819,3848,2017-04-15,2017-04-18,204.0
8310,1249,5822,2019-01-22,2019-01-25,327.0
8311,2882,7029,2021-04-25,2021-04-28,180.0
8312,9578,639,2021-04-23,2021-04-26,675.0
8313,9142,7705,2018-07-20,2018-07-23,120.0
8314,2256,3340,2017-03-13,2017-03-16,3480.0
8315,108,13345,2015-08-24,2015-08-27,621.0
8316,138,5680,2019-02-23,2019-02-26,300.0
8317,3796,862,2017-04-17,2017-04-20,372.0
8318,5152,5453,2018-12-21,2018-12-24,273.0
8319,2763,6751,2015-10-06,2015-10-09,135.0
8320,8028,16302,2016-10-22,2016-10-25,468.0
8321,9256,10991,2018-07-23,2018-07-26,969.0
8322,8725,694,2017-04-26,2017-04-29,471.0
8323,6265,6105,2016-01-29,2016-02-01,345.0
8324,2845,532,2020-04-03,2020-04-06,534.0
8325,3669,2249,2018-12-08,2018-12-11,435.0
8326,2557,10668,2021-11-04,2021-11-07,549.0
8327,3713,3443,2022-03-20,2022-03-23,333.0
8328,3564,2782,2015-11-24,2015-11-27,426.0
8329,4769,6535,2016-04-10,2016-04-13,390.0
8330,7016,14987,2019-02-28,2019-03-03,4500.0
8331,9867,1972,2021-01-03,2021-01-06,1092.0
8332,9229,2092,2015-02-08,2015-02-11,417.0
8333,9966,7677,2016-08-01,2016-08-04,375.0
8334,9014,9021,2016-05-24,2016-05-27,1125.0
8335,4838,8143,2020-03-07,2020-03-10,375.0
8336,9236,11132,2015-06-24,2015-06-27,495.0
8337,7478,12817,2016-03-08,2016-03-11,945.0
8338,7469,5657,2015-08-18,2015-08-21,285.0
8339,2403,6919,2017-07-07,2017-07-10,450.0
8340,3875,2081,2020-02-08,2020-02-11,600.0
8341,2523,14789,2016-01-24,2016-01-27,135.0
8342,2790,12364,2015-05-20,2015-05-23,330.0
8343,4031,3701,2016-07-10,2016-07-13,330.0
8344,7192,11450,2015-10-19,2015-10-22,687.0
8345,5483,6199,2017-11-30,2017-12-03,1200.0
8346,4640,3815,2014-12-27,2014-12-30,390.0
8347,5554,7812,2017-06-15,2017-06-18,330.0
8348,5608,6377,2020-08-27,2020-08-30,525.0
8349,2694,9330,2016-03-16,2016-03-19,1497.0
8350,2618,12388,2018-05-07,2018-05-10,120.0
8351,5122,6199,2019-03-16,2019-03-19,1200.0
8352,8358,14972,2019-09-28,2019-10-01,690.0
8353,9158,9064,2021-05-24,2021-05-27,180.0
8354,9647,5257,2021-12-05,2021-12-08,450.0
8355,899,5983,2020-12-31,2021-01-03,1650.0
8356,1794,2966,2015-09-23,2015-09-26,555.0
8357,3131,15220,2017-01-30,2017-02-02,897.0
8358,2440,12986,2022-04-14,2022-04-17,585.0
8360,1955,7864,2018-02-14,2018-02-17,450.0
8361,4101,6083,2020-08-29,2020-09-01,300.0
8362,7941,11147,2021-03-18,2021-03-21,345.0
8363,8772,6354,2018-09-19,2018-09-22,381.0
8364,802,11854,2022-07-06,2022-07-09,1758.0
8365,2183,3001,2016-10-21,2016-10-24,375.0
8366,8285,4181,2015-08-22,2015-08-25,450.0
8367,5049,1780,2017-03-09,2017-03-12,1767.0
8368,9538,4186,2017-12-01,2017-12-04,234.0
8370,8036,846,2019-12-31,2020-01-03,180.0
8371,146,10348,2015-12-10,2015-12-13,405.0
8372,2226,14465,2020-02-20,2020-02-23,900.0
8373,2250,10895,2020-06-24,2020-06-27,687.0
8374,7969,3722,2018-07-24,2018-07-27,480.0
8375,4229,12985,2022-06-03,2022-06-06,597.0
8376,1157,12000,2019-11-21,2019-11-24,1242.0
8377,7306,7734,2020-10-21,2020-10-24,240.0
8378,4154,11117,2018-05-10,2018-05-13,1185.0
8379,1357,9928,2016-08-27,2016-08-30,1068.0
8380,3178,14450,2016-01-29,2016-02-01,840.0
8381,9380,10577,2019-05-22,2019-05-25,630.0
8382,5323,4553,2020-10-06,2020-10-09,372.0
8383,172,16283,2022-04-27,2022-04-30,2982.0
8384,4340,5877,2021-07-30,2021-08-02,1158.0
8385,2794,11750,2017-08-05,2017-08-08,750.0
8386,6876,280,2016-10-12,2016-10-15,999.0
8388,1924,7809,2017-07-07,2017-07-10,570.0
8389,7422,4894,2018-01-24,2018-01-27,375.0
8390,3768,60,2018-04-20,2018-04-23,600.0
8391,389,1300,2019-03-21,2019-03-24,543.0
8392,83,5025,2021-03-01,2021-03-04,597.0
8393,926,4215,2018-07-28,2018-07-31,339.0
8394,5378,2673,2017-02-11,2017-02-14,465.0
8395,8302,15862,2021-02-02,2021-02-05,813.0
8396,1394,14508,2021-02-28,2021-03-03,897.0
8397,8467,12489,2022-10-15,2022-10-18,540.0
8398,5732,6728,2020-05-12,2020-05-15,1389.0
8399,5681,606,2015-10-10,2015-10-13,321.0
8400,7103,15908,2018-10-02,2018-10-05,615.0
8401,1939,6593,2017-10-03,2017-10-06,1023.0
8402,4800,1174,2020-03-04,2020-03-07,243.0
8403,2925,10500,2021-04-06,2021-04-09,1368.0
8404,954,7638,2021-08-27,2021-08-30,345.0
8405,9732,16005,2019-04-07,2019-04-10,480.0
8406,9032,2973,2022-06-04,2022-06-07,540.0
8407,5594,16400,2015-05-23,2015-05-26,1005.0
8408,7926,2557,2015-04-14,2015-04-17,300.0
8409,9590,11057,2021-10-25,2021-10-28,450.0
8410,5824,4360,2021-08-27,2021-08-30,390.0
8411,3105,15050,2021-03-23,2021-03-26,375.0
8412,9747,12105,2017-06-18,2017-06-21,480.0
8413,3719,8544,2020-03-25,2020-03-28,486.0
8414,7149,5663,2020-04-02,2020-04-05,480.0
8415,9891,3603,2022-06-30,2022-07-03,477.0
8416,4892,16228,2022-01-17,2022-01-20,246.0
8417,7221,2487,2015-12-14,2015-12-17,1155.0
8418,9347,12630,2016-09-04,2016-09-07,396.0
8419,3601,11113,2019-05-11,2019-05-14,873.0
8420,5195,6832,2015-01-27,2015-01-30,645.0
8421,3609,766,2019-09-30,2019-10-03,360.0
8422,7764,7236,2017-04-08,2017-04-11,480.0
8423,3652,4337,2021-12-24,2021-12-27,300.0
8424,6651,16381,2020-02-22,2020-02-25,1182.0
8425,3597,9599,2015-02-23,2015-02-26,810.0
8426,7008,15838,2015-11-13,2015-11-16,570.0
8427,129,369,2015-01-02,2015-01-05,720.0
8429,4432,4344,2015-05-26,2015-05-29,249.0
8430,9237,8244,2018-02-05,2018-02-08,420.0
8431,2242,6851,2021-03-31,2021-04-03,480.0
8432,9789,13061,2015-05-18,2015-05-21,597.0
8433,3386,14950,2021-07-13,2021-07-16,330.0
8434,2561,6012,2016-02-19,2016-02-22,468.0
8435,9085,12686,2016-04-19,2016-04-22,1200.0
8436,8209,3215,2018-05-06,2018-05-09,360.0
8437,469,3862,2020-06-04,2020-06-07,300.0
8438,4316,1591,2021-03-25,2021-03-28,336.0
8439,3284,15612,2016-09-25,2016-09-28,600.0
8440,9343,11374,2017-11-16,2017-11-19,1164.0
8441,4992,2469,2016-02-07,2016-02-10,417.0
8442,9493,3408,2015-07-28,2015-07-31,363.0
8443,7644,12408,2016-11-01,2016-11-04,525.0
8444,3864,15552,2015-06-08,2015-06-11,885.0
8445,2667,16281,2017-12-30,2018-01-02,525.0
8446,6359,12622,2017-05-04,2017-05-07,255.0
8447,4847,7679,2022-09-04,2022-09-07,525.0
8448,4226,11304,2016-04-20,2016-04-23,1212.0
8449,71,2711,2016-02-12,2016-02-15,942.0
8450,1056,8189,2022-04-22,2022-04-25,1797.0
8451,9536,7082,2017-01-27,2017-01-30,1578.0
8452,6962,11660,2015-07-14,2015-07-17,870.0
8453,1398,2418,2015-10-08,2015-10-11,423.0
8454,9401,10675,2021-12-13,2021-12-16,426.0
8455,3918,15502,2019-11-12,2019-11-15,483.0
8456,4764,13410,2015-05-31,2015-06-03,3000.0
8457,7206,9850,2017-10-29,2017-11-01,108.0
8458,8956,5587,2020-07-04,2020-07-07,465.0
8459,3149,14864,2015-10-13,2015-10-16,45000.0
8460,8050,10194,2016-10-20,2016-10-23,228.0
8461,1961,8611,2017-01-22,2017-01-25,450.0
8462,9757,8849,2019-03-12,2019-03-15,300.0
8463,9303,149,2019-11-05,2019-11-08,390.0
8465,2276,13639,2015-04-10,2015-04-13,483.0
8466,8738,13362,2020-09-18,2020-09-21,435.0
8467,8350,4754,2016-04-18,2016-04-21,417.0
8468,7324,8789,2020-03-16,2020-03-19,555.0
8469,7847,10982,2019-03-30,2019-04-02,750.0
8470,4246,5574,2018-04-18,2018-04-21,894.0
8471,8784,10118,2020-01-01,2020-01-04,1872.0
8472,3371,1127,2016-12-03,2016-12-06,750.0
8473,8436,7731,2022-08-19,2022-08-22,273.0
8474,5534,2632,2021-10-01,2021-10-04,450.0
8475,2505,355,2015-08-22,2015-08-25,411.0
8476,1891,9202,2016-09-11,2016-09-14,912.0
8477,1264,1565,2015-01-30,2015-02-02,807.0
8478,2866,5308,2017-06-10,2017-06-13,417.0
8479,4256,15582,2020-04-26,2020-04-29,561.0
8480,4280,6075,2018-12-12,2018-12-15,210.0
8481,2067,12001,2015-02-27,2015-03-02,435.0
8482,3729,2902,2015-05-18,2015-05-21,345.0
8483,3165,3288,2020-08-27,2020-08-30,300.0
8484,6139,10268,2016-06-24,2016-06-27,465.0
8485,8170,7228,2021-07-19,2021-07-22,957.0
8486,8076,15409,2015-10-11,2015-10-14,438.0
8487,4734,3404,2017-09-21,2017-09-24,1050.0
8488,5455,7826,2015-09-24,2015-09-27,255.0
8489,5429,6463,2017-08-01,2017-08-04,450.0
8490,6612,903,2020-11-12,2020-11-15,180.0
8491,3721,7111,2015-01-18,2015-01-21,330.0
8492,2083,7626,2022-10-30,2022-11-02,597.0
8493,2033,232,2019-03-15,2019-03-18,435.0
8494,316,4873,2015-01-01,2015-01-04,675.0
8495,9624,5335,2015-04-15,2015-04-18,627.0
8496,3816,7743,2022-12-10,2022-12-13,825.0
8497,6889,1855,2020-11-27,2020-11-30,600.0
8498,607,7130,2020-01-09,2020-01-12,840.0
8499,1330,5892,2017-03-07,2017-03-10,930.0
8500,9189,15274,2020-05-31,2020-06-03,1110.0
8501,1311,7387,2018-12-26,2018-12-29,960.0
8502,6134,5341,2016-12-02,2016-12-05,480.0
8503,3447,5145,2017-02-06,2017-02-09,660.0
8504,3938,14131,2018-05-15,2018-05-18,645.0
8505,4098,9667,2019-03-22,2019-03-25,300.0
8506,3667,12315,2018-11-29,2018-12-02,1260.0
8507,4597,14861,2015-04-13,2015-04-16,750.0
8508,7783,15342,2021-05-28,2021-05-31,621.0
8509,536,5198,2021-03-10,2021-03-13,510.0
8511,9702,2095,2015-04-12,2015-04-15,408.0
8512,16,11368,2021-11-02,2021-11-05,462.0
8513,2135,7655,2016-04-22,2016-04-25,465.0
8514,6747,5936,2020-02-01,2020-02-04,450.0
8515,640,6742,2020-11-22,2020-11-25,555.0
8516,6894,13596,2021-10-11,2021-10-14,297.0
8517,9778,14234,2018-04-03,2018-04-06,345.0
8518,2577,3440,2019-07-09,2019-07-12,435.0
8519,7822,14570,2017-09-04,2017-09-07,360.0
8520,9134,1407,2018-08-03,2018-08-06,900.0
8521,112,2897,2021-08-18,2021-08-21,555.0
8522,4406,14132,2015-11-19,2015-11-22,498.0
8523,7879,15005,2018-12-28,2018-12-31,603.0
8524,1493,6973,2020-01-16,2020-01-19,585.0
8525,513,8004,2015-07-22,2015-07-25,504.0
8526,4125,4719,2018-11-30,2018-12-03,450.0
8527,2425,649,2021-01-24,2021-01-27,900.0
8528,2564,6690,2019-03-22,2019-03-25,360.0
8529,4496,14905,2015-11-25,2015-11-28,1146.0
8530,2071,8920,2016-01-25,2016-01-28,378.0
8531,7690,1592,2021-03-26,2021-03-29,360.0
8532,9390,2465,2022-06-24,2022-06-27,1050.0
8533,3078,6008,2015-11-10,2015-11-13,300.0
8534,5926,7018,2016-07-10,2016-07-13,1650.0
8535,9709,15826,2017-11-01,2017-11-04,303.0
8536,1632,6319,2016-02-28,2016-03-02,885.0
8537,3848,7103,2017-02-20,2017-02-23,99.0
8538,9231,9301,2020-01-12,2020-01-15,2700.0
8539,1932,4230,2017-07-20,2017-07-23,177.0
8540,5560,14375,2020-04-05,2020-04-08,531.0
8541,4829,8144,2017-02-08,2017-02-11,390.0
8542,3542,6541,2021-12-13,2021-12-16,360.0
8543,5012,6711,2022-10-30,2022-11-02,336.0
8544,7585,11540,2021-09-17,2021-09-20,870.0
8545,7576,5462,2021-10-30,2021-11-02,690.0
8546,2677,15733,2019-02-03,2019-02-06,498.0
8547,8576,11214,2016-09-22,2016-09-25,861.0
8548,6732,4362,2020-07-08,2020-07-11,408.0
8549,5798,9178,2015-05-17,2015-05-20,750.0
8550,3161,2435,2016-01-27,2016-01-30,390.0
8551,9351,9710,2019-10-23,2019-10-26,1500.0
8552,7112,6448,2021-05-22,2021-05-25,390.0
8554,7705,13072,2016-03-31,2016-04-03,519.0
8555,7390,4605,2017-07-24,2017-07-27,510.0
8556,9310,3871,2016-02-03,2016-02-06,615.0
8557,8656,3442,2018-08-17,2018-08-20,1140.0
8558,4255,14142,2020-10-01,2020-10-04,2484.0
8559,9955,895,2021-11-04,2021-11-07,450.0
8560,2504,6731,2016-07-21,2016-07-24,1296.0
8561,323,13355,2017-11-05,2017-11-08,438.0
8562,2008,9736,2022-06-14,2022-06-17,360.0
8563,4319,15233,2018-12-07,2018-12-10,2550.0
8564,3087,14385,2016-04-16,2016-04-19,360.0
8565,6886,2763,2015-10-26,2015-10-29,975.0
8566,6382,12753,2018-11-20,2018-11-23,291.0
8567,403,14828,2018-04-28,2018-05-01,900.0
8568,5902,2523,2015-10-21,2015-10-24,360.0
8569,5651,13543,2022-08-26,2022-08-29,330.0
8570,2478,9431,2021-11-20,2021-11-23,129.0
8571,2957,8776,2021-06-02,2021-06-05,600.0
8572,3913,10279,2019-02-11,2019-02-14,555.0
8573,2538,2293,2021-01-29,2021-02-01,1125.0
8574,7048,4546,2022-04-24,2022-04-27,249.0
8575,1581,14844,2016-05-02,2016-05-05,978.0
8576,2007,1069,2019-03-10,2019-03-13,525.0
8577,5368,7657,2021-09-24,2021-09-27,510.0
8578,6972,13908,2018-06-10,2018-06-13,462.0
8579,9364,10220,2021-06-27,2021-06-30,450.0
8580,9350,6669,2018-07-06,2018-07-09,1485.0
8581,6495,5717,2016-09-30,2016-10-03,555.0
8582,9979,106,2018-10-22,2018-10-25,330.0
8583,3004,10733,2021-01-11,2021-01-14,336.0
8584,8177,10762,2015-11-19,2015-11-22,597.0
8585,1353,1854,2022-09-22,2022-09-25,540.0
8586,6752,12198,2019-10-23,2019-10-26,210.0
8587,7787,3380,2016-01-09,2016-01-12,426.0
8588,2560,13531,2016-01-26,2016-01-29,567.0
8589,1358,3026,2019-10-16,2019-10-19,426.0
8590,5730,7413,2018-09-10,2018-09-13,477.0
8591,8508,11199,2021-04-18,2021-04-21,693.0
8592,9500,9626,2021-11-24,2021-11-27,105.0
8593,5883,11279,2021-10-23,2021-10-26,435.0
8595,7557,2397,2021-12-11,2021-12-14,450.0
8596,141,10025,2015-12-15,2015-12-18,117.0
8597,2427,14490,2021-08-07,2021-08-10,975.0
8598,1946,2794,2019-09-24,2019-09-27,240.0
8599,2357,14065,2018-05-06,2018-05-09,675.0
8600,4943,1378,2016-02-05,2016-02-08,480.0
8601,2147,16227,2019-08-04,2019-08-07,507.0
8602,454,13112,2022-07-28,2022-07-31,582.0
8603,2190,2724,2017-06-22,2017-06-25,750.0
8605,2930,10980,2021-05-30,2021-06-02,363.0
8606,9327,8416,2016-12-07,2016-12-10,750.0
8607,3374,11383,2017-12-16,2017-12-19,459.0
8608,4169,8664,2019-07-08,2019-07-11,1242.0
8609,70,5944,2015-12-05,2015-12-08,333.0
8610,2507,14800,2018-03-13,2018-03-16,1200.0
8611,9739,2946,2015-01-21,2015-01-24,450.0
8612,9128,3402,2017-01-11,2017-01-14,750.0
8613,572,9758,2017-12-10,2017-12-13,375.0
8614,3524,13713,2020-02-17,2020-02-20,402.0
8615,1738,15645,2020-12-01,2020-12-04,750.0
8617,61,9201,2019-09-20,2019-09-23,2295.0
8618,1580,16008,2015-07-10,2015-07-13,1050.0
8619,9926,12359,2021-05-08,2021-05-11,735.0
8620,5011,4341,2020-08-24,2020-08-27,450.0
8621,4280,16140,2017-12-08,2017-12-11,225.0
8622,7266,2004,2015-11-03,2015-11-06,600.0
8623,6128,252,2015-07-01,2015-07-04,300.0
8624,3846,11763,2017-09-19,2017-09-22,363.0
8625,6014,9732,2021-12-08,2021-12-11,345.0
8626,9264,80,2022-10-20,2022-10-23,630.0
8627,5299,3795,2016-01-25,2016-01-28,1050.0
8628,3778,12892,2019-10-24,2019-10-27,675.0
8629,7437,13252,2018-11-13,2018-11-16,768.0
8630,7840,1367,2021-11-12,2021-11-15,363.0
8631,1975,15337,2015-05-30,2015-06-02,348.0
8632,4377,1396,2017-05-12,2017-05-15,390.0
8633,309,12577,2015-08-15,2015-08-18,1476.0
8634,360,11062,2022-11-15,2022-11-18,1128.0
8635,4843,11812,2018-01-03,2018-01-06,1347.0
8636,3983,1145,2018-10-06,2018-10-09,375.0
8637,9378,16261,2021-03-29,2021-04-01,480.0
8638,6941,177,2019-04-22,2019-04-25,639.0
8639,1880,2664,2016-12-03,2016-12-06,780.0
8640,6391,6017,2019-10-25,2019-10-28,690.0
8641,5785,12471,2018-10-20,2018-10-23,921.0
8642,6485,1528,2015-09-27,2015-09-30,540.0
8643,4921,13836,2019-03-31,2019-04-03,576.0
8644,4382,8278,2022-08-31,2022-09-03,729.0
8645,2375,7742,2016-03-23,2016-03-26,414.0
8646,884,11944,2018-04-28,2018-05-01,798.0
8647,9891,11183,2017-12-05,2017-12-08,675.0
8648,5496,5995,2020-03-28,2020-03-31,537.0
8649,4741,544,2020-01-25,2020-01-28,279.0
8650,8312,15639,2021-02-05,2021-02-08,216.0
8651,2201,9990,2021-10-26,2021-10-29,666.0
8652,413,2163,2015-11-23,2015-11-26,255.0
8653,7256,9510,2020-11-12,2020-11-15,1083.0
8654,5292,5567,2018-03-13,2018-03-16,435.0
8655,1813,9404,2018-05-24,2018-05-27,633.0
8656,8329,8297,2018-07-30,2018-08-02,900.0
8657,9882,10220,2015-05-29,2015-06-01,450.0
8658,3219,13316,2017-11-06,2017-11-09,360.0
8659,6889,511,2021-11-20,2021-11-23,675.0
8660,9431,12519,2014-12-27,2014-12-30,720.0
8661,2861,8579,2017-08-08,2017-08-11,600.0
8662,2746,16455,2017-06-15,2017-06-18,750.0
8663,5595,5579,2021-06-06,2021-06-09,960.0
8664,6661,4580,2019-03-07,2019-03-10,600.0
8665,2544,223,2022-11-13,2022-11-16,1005.0
8666,9798,1634,2018-03-27,2018-03-30,717.0
8667,1347,13233,2021-05-04,2021-05-07,1500.0
8669,313,7874,2015-10-17,2015-10-20,945.0
8670,3776,16036,2016-11-23,2016-11-26,450.0
8671,4880,12571,2022-02-09,2022-02-12,450.0
8672,2776,1260,2018-07-13,2018-07-16,279.0
8673,3638,277,2021-04-14,2021-04-17,1125.0
8674,1782,4253,2022-10-20,2022-10-23,1161.0
8675,5801,1924,2019-12-12,2019-12-15,450.0
8676,8922,5563,2018-08-29,2018-09-01,384.0
8678,8729,8375,2021-09-25,2021-09-28,600.0
8679,8786,15613,2015-05-18,2015-05-21,1275.0
8680,7983,1334,2019-01-18,2019-01-21,300.0
8681,763,1745,2020-12-18,2020-12-21,465.0
8682,5172,3405,2018-04-21,2018-04-24,597.0
8683,2380,6757,2019-03-14,2019-03-17,567.0
8684,8759,7577,2017-01-12,2017-01-15,438.0
8685,4688,113,2015-05-09,2015-05-12,237.0
8686,7207,9491,2019-11-03,2019-11-06,831.0
8687,272,16253,2017-04-29,2017-05-02,438.0
8688,8948,10380,2019-02-16,2019-02-19,285.0
8690,6902,2097,2022-12-09,2022-12-12,402.0
8691,2992,16323,2020-11-07,2020-11-10,390.0
8692,7605,4086,2016-02-29,2016-03-03,1800.0
8693,602,11179,2018-08-14,2018-08-17,531.0
8694,3108,15443,2018-04-16,2018-04-19,420.0
8695,6562,10756,2017-02-20,2017-02-23,450.0
8696,4185,14515,2019-05-29,2019-06-01,1221.0
8697,7846,11017,2017-05-20,2017-05-23,441.0
8698,5328,12921,2020-12-20,2020-12-23,825.0
8699,6115,3743,2022-04-24,2022-04-27,180.0
8700,3630,15094,2021-12-31,2022-01-03,420.0
8701,8552,14744,2022-03-02,2022-03-05,1341.0
8702,2793,16091,2019-01-07,2019-01-10,1950.0
8703,4768,15357,2015-10-20,2015-10-23,1233.0
8704,3520,13627,2021-11-20,2021-11-23,348.0
8705,5152,7684,2020-05-30,2020-06-02,573.0
8706,9592,11499,2022-07-04,2022-07-07,492.0
8707,3363,3228,2019-12-03,2019-12-06,450.0
8708,3543,3017,2021-10-30,2021-11-02,900.0
8710,37,5868,2019-03-31,2019-04-03,570.0
8711,8539,1179,2020-09-22,2020-09-25,546.0
8712,82,15671,2019-12-11,2019-12-14,1350.0
8713,5844,2382,2016-08-26,2016-08-29,600.0
8714,7265,15825,2021-05-20,2021-05-23,1185.0
8715,8664,15542,2022-04-04,2022-04-07,822.0
8716,9257,1861,2022-04-30,2022-05-03,690.0
8717,5350,3605,2022-09-08,2022-09-11,1200.0
8718,1276,0,2017-08-29,2017-09-01,1275.0
8719,9676,2639,2022-01-23,2022-01-26,1659.0
8720,5973,11745,2016-07-18,2016-07-21,543.0
8721,3295,2039,2020-03-16,2020-03-19,390.0
8722,8354,7594,2020-03-08,2020-03-11,570.0
8723,5769,563,2019-10-01,2019-10-04,330.0
8724,6281,6241,2015-07-22,2015-07-25,975.0
8725,9233,14054,2015-05-30,2015-06-02,420.0
8726,5934,12450,2022-01-25,2022-01-28,405.0
8727,742,3950,2021-09-25,2021-09-28,288.0
8728,7035,12120,2020-03-15,2020-03-18,465.0
8729,1870,5889,2018-11-30,2018-12-03,453.0
8730,165,10590,2018-09-12,2018-09-15,330.0
8731,159,11567,2015-05-23,2015-05-26,861.0
8732,8259,12844,2018-08-20,2018-08-23,657.0
8733,7020,7772,2020-04-30,2020-05-03,567.0
8734,4701,10814,2018-07-19,2018-07-22,600.0
8735,4953,601,2018-06-13,2018-06-16,1050.0
8736,906,6262,2018-11-23,2018-11-26,465.0
8737,8911,12743,2021-12-25,2021-12-28,825.0
8738,5439,6888,2017-07-07,2017-07-10,600.0
8739,7827,4334,2016-12-07,2016-12-10,411.0
8740,7918,88,2019-11-08,2019-11-11,630.0
8741,4648,6159,2020-02-28,2020-03-02,750.0
8742,7566,13042,2016-02-28,2016-03-02,348.0
8743,944,12642,2019-01-23,2019-01-26,1692.0
8744,6241,10264,2020-03-08,2020-03-11,93.0
8745,4064,6606,2017-06-07,2017-06-10,1608.0
8746,3730,8700,2019-03-26,2019-03-29,180.0
8747,7008,10344,2018-11-30,2018-12-03,954.0
8748,2625,8924,2019-11-08,2019-11-11,450.0
8749,9263,12500,2017-06-12,2017-06-15,435.0
8750,8725,13141,2021-08-26,2021-08-29,525.0
8751,1434,11225,2017-07-06,2017-07-09,702.0
8752,5330,7039,2016-05-08,2016-05-11,1140.0
8753,3242,3502,2020-12-24,2020-12-27,387.0
8754,9751,11877,2018-07-28,2018-07-31,1050.0
8755,9844,12486,2019-03-10,2019-03-13,738.0
8756,6545,1646,2017-04-17,2017-04-20,297.0
8757,9113,9174,2017-01-29,2017-02-01,225.0
8758,4618,6841,2017-02-09,2017-02-12,900.0
8759,2387,8633,2020-02-03,2020-02-06,750.0
8760,4684,9059,2017-03-21,2017-03-24,300.0
8761,5536,3362,2018-06-23,2018-06-26,507.0
8762,3703,3864,2020-07-27,2020-07-30,750.0
8763,96,4686,2019-02-28,2019-03-03,375.0
8764,4284,14372,2017-06-10,2017-06-13,753.0
8765,4220,2711,2018-05-27,2018-05-30,942.0
8766,4035,7542,2018-11-09,2018-11-12,300.0
8767,2657,5504,2022-05-05,2022-05-08,225.0
8768,1255,7069,2017-03-09,2017-03-12,249.0
8769,6674,1248,2016-08-01,2016-08-04,345.0
8770,9645,5520,2022-06-08,2022-06-11,405.0
8771,8788,5207,2019-03-09,2019-03-12,1050.0
8772,9539,4551,2019-02-13,2019-02-16,375.0
8773,8023,10648,2019-10-11,2019-10-14,435.0
8774,9481,13592,2020-10-13,2020-10-16,771.0
8775,5430,10486,2020-08-31,2020-09-03,720.0
8776,7379,1158,2018-06-23,2018-06-26,1338.0
8777,7459,12231,2016-04-06,2016-04-09,1692.0
8778,9343,13919,2018-10-29,2018-11-01,1092.0
8779,1905,10998,2022-08-11,2022-08-14,975.0
8780,1254,3784,2018-07-15,2018-07-18,1200.0
8781,5378,165,2017-06-19,2017-06-22,594.0
8782,4913,15383,2021-03-19,2021-03-22,420.0
8783,2246,7633,2020-12-06,2020-12-09,2235.0
8784,3858,11074,2015-01-28,2015-01-31,990.0
8785,8942,739,2021-08-22,2021-08-25,435.0
8786,9816,1103,2017-08-23,2017-08-26,660.0
8787,4940,14546,2018-12-31,2019-01-03,600.0
8788,4358,1382,2018-12-10,2018-12-13,510.0
8789,3790,4873,2017-01-15,2017-01-18,675.0
8790,5418,553,2017-04-20,2017-04-23,990.0
8791,665,2369,2015-12-20,2015-12-23,1047.0
8792,5400,10336,2017-03-07,2017-03-10,405.0
8793,297,8062,2017-01-08,2017-01-11,696.0
8794,6497,9066,2017-01-08,2017-01-11,135.0
8795,1273,10785,2017-12-03,2017-12-06,525.0
8796,3807,14466,2018-07-23,2018-07-26,375.0
8797,2198,257,2018-11-21,2018-11-24,150.0
8798,8834,729,2017-12-14,2017-12-17,315.0
8799,8168,4957,2019-01-03,2019-01-06,300.0
8800,4113,12275,2020-10-02,2020-10-05,300.0
8801,1978,4444,2022-06-08,2022-06-11,387.0
8802,67,9198,2017-09-24,2017-09-27,975.0
8803,9632,16148,2017-10-08,2017-10-11,375.0
8804,4163,13029,2016-08-11,2016-08-14,675.0
8805,5168,7824,2018-10-30,2018-11-02,285.0
8806,3097,16414,2019-05-04,2019-05-07,1275.0
8807,7913,6592,2017-04-17,2017-04-20,630.0
8808,1379,1813,2020-06-17,2020-06-20,675.0
8809,6417,16257,2019-10-12,2019-10-15,531.0
8810,2063,13343,2022-04-03,2022-04-06,747.0
8811,9128,3274,2022-07-25,2022-07-28,360.0
8812,4697,16131,2016-08-26,2016-08-29,246.0
8813,8802,4897,2022-03-31,2022-04-03,180.0
8814,7414,11251,2017-09-23,2017-09-26,576.0
8815,2091,1052,2020-07-23,2020-07-26,525.0
8816,2112,15526,2017-09-20,2017-09-23,621.0
8817,6024,5227,2016-02-04,2016-02-07,174.0
8818,5324,4541,2020-07-12,2020-07-15,1125.0
8819,732,8394,2016-08-23,2016-08-26,450.0
8820,6651,2548,2016-05-03,2016-05-06,450.0
8821,8981,6381,2018-06-02,2018-06-05,291.0
8822,7554,914,2020-03-29,2020-04-01,897.0
8823,6820,12340,2019-12-20,2019-12-23,3000.0
8824,7542,3724,2022-03-30,2022-04-02,900.0
8826,9368,1706,2017-12-24,2017-12-27,1350.0
8827,9051,15813,2018-05-28,2018-05-31,777.0
8828,2299,13782,2018-12-31,2019-01-03,1020.0
8829,3052,5575,2021-06-07,2021-06-10,300.0
